key_0,business_code,cust_number,name_customer,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Day_due,Delay_predict,Payment_date_predict,Aging_bucket
39215,U001,0200126819,MCLANE systems,2020.0,1930587312.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,17615.52,2020-03-02,NAA8,1930587312.0,1,17,5,2020-03-22,Bucket2
16888,U001,0200726979,BJ'S  corporation,2020.0,1930592645.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,305.78,2020-03-02,NAA8,1930592645.0,1,17,4,2020-03-21,Bucket2
48759,U001,0200759878,SA systems,2020.0,1930582338.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,25281.25,2020-03-02,NAH4,1930582338.0,1,17,5,2020-03-22,Bucket2
35996,U001,0200769623,WAL-MAR co,2020.0,1930585504.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,50949.62,2020-03-02,NAH4,1930585504.0,1,17,4,2020-03-21,Bucket2
27876,U001,0200781803,JRD co,2020.0,1930589535.0,2020-03-02,2020-03-02,2020-03-02,2020-03-22,USD,RV,1.0,455.7,2020-03-02,NAD1,1930589535.0,1,22,-1,2020-03-21,Bucket1
17984,U001,0200466603,SMITH'S ,2020.0,1930584132.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,15900.82,2020-03-02,NAA8,1930584132.0,1,17,5,2020-03-22,Bucket2
43573,U001,0100036066,GROC foundation,2020.0,1930584289.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,45090.0,2020-03-02,NAA8,1930584289.0,1,17,4,2020-03-21,Bucket2
24962,U001,0200781803,JRD corp,2020.0,1930587774.0,2020-03-02,2020-03-02,2020-03-02,2020-03-22,USD,RV,1.0,2907.59,2020-03-02,NAD1,1930587774.0,1,22,-1,2020-03-21,Bucket1
21819,U001,0200705742,DOT llc,2020.0,1930586474.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,1344.52,2020-03-02,NAA8,1930586474.0,1,17,4,2020-03-21,Bucket2
22364,U001,0200781803,JRD co,2020.0,1930586557.0,2020-03-02,2020-03-02,2020-03-02,2020-03-22,USD,RV,1.0,171.75,2020-03-02,NAD1,1930586557.0,1,22,-1,2020-03-21,Bucket1
37796,U001,0200743129,BROOKS corporation,2020.0,1930586049.0,2020-03-02,2020-03-02,2020-03-02,2020-05-06,USD,RV,1.0,21179.17,2020-03-02,NAGD,1930586049.0,1,6,8,2020-05-14,Bucket2
46610,U001,0100035971,BON  corporation,2020.0,1930586324.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,21878.37,2020-03-02,NAA8,1930586324.0,1,17,5,2020-03-22,Bucket2
2214,U001,0200769623,WAL-MAR systems,2020.0,1930580050.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,1898.2,2020-03-02,NAH4,1930580050.0,1,17,4,2020-03-21,Bucket2
46005,U001,0200769623,WAL-MAR llc,2020.0,1930593005.0,2020-03-02,2020-03-10,2020-03-02,2020-03-17,USD,RV,1.0,471.56,2020-03-02,NAH4,1930593005.0,1,17,4,2020-03-21,Bucket2
30915,U001,0200759878,SA in,2020.0,1930584367.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,79555.34,2020-03-02,NAH4,1930584367.0,1,17,6,2020-03-23,Bucket2
23193,CA02,0140104409,LOB corporation,2020.0,2960618128.0,2020-03-02,2020-03-02,2020-03-02,2020-03-15,CAD,RV,1.0,83544.87,2020-03-05,CA10,2960618128.0,1,15,1,2020-03-16,Bucket2
38464,U001,0200769623,WAL-MAR foundation,2020.0,1930585460.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,6063.72,2020-03-02,NAH4,1930585460.0,1,17,4,2020-03-21,Bucket2
17474,U001,0200752302,KROGER systems,2020.0,1930592492.0,2020-03-02,2020-03-03,2020-03-02,2020-03-17,USD,RV,1.0,51870.89,2020-03-02,NAA8,1930592492.0,1,17,4,2020-03-21,Bucket2
47108,U001,0200769623,WAL-MAR trust,2020.0,1930592602.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,50440.94,2020-03-02,NAH4,1930592602.0,1,17,4,2020-03-21,Bucket2
10251,CA02,0140104409,LOB llc,2020.0,2960617857.0,2020-03-02,2020-03-02,2020-03-02,2020-03-12,CAD,RV,1.0,71406.23,2020-03-02,CA10,2960617857.0,1,12,2,2020-03-14,Bucket2
32410,U001,0200712105,WALG systems,2020.0,1930593510.0,2020-03-02,2020-03-03,2020-03-02,2020-03-17,USD,RV,1.0,15863.9,2020-03-02,NAA8,1930593510.0,1,17,5,2020-03-22,Bucket2
40289,U001,0200759878,SA co,2020.0,1930585441.0,2020-03-02,2020-03-01,2020-03-02,2020-05-06,USD,RV,1.0,3191.4,2020-03-02,NAGD,1930585441.0,1,6,11,2020-05-17,Bucket3
30041,U001,0200769623,WAL-MAR associates,2020.0,1930586314.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,54454.94,2020-03-02,NAH4,1930586314.0,1,17,4,2020-03-21,Bucket2
47782,U001,0200230690,DECA us,2020.0,1930586063.0,2020-03-02,2020-03-02,2020-03-02,2020-03-11,USD,RV,1.0,697.42,2020-03-01,NAM2,1930586063.0,1,11,2,2020-03-13,Bucket2
49510,U001,0200762301,C&S WH foundation,2020.0,1930582556.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,19642.02,2020-03-02,NAC6,1930582556.0,1,17,5,2020-03-22,Bucket2
35663,U001,0200761734,H E BUT llc,2020.0,1930584577.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,14240.67,2020-03-02,NAA8,1930584577.0,1,17,4,2020-03-21,Bucket2
25466,U001,0200230690,DECA associates,2020.0,1930586492.0,2020-03-02,2020-03-02,2020-03-02,2020-03-24,USD,RV,1.0,404.52,2020-03-01,NAM4,1930586492.0,1,24,-5,2020-03-19,Bucket1
29557,U001,0200726979,BJ'S  in,2020.0,1930592741.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,274.13,2020-03-02,NAA8,1930592741.0,1,17,4,2020-03-21,Bucket2
44562,U013,100009932,SYSCO IN us,2020.0,1991839879.0,2020-03-02,2020-02-29,2020-03-02,2020-04-01,USD,RV,1.0,18480.5,2020-03-02,NAVE,1991839879.0,1,1,23,2020-04-24,Bucket3
47560,U001,0200769623,WAL-MAR in,2020.0,1930585607.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,21950.24,2020-03-02,NAH4,1930585607.0,1,17,5,2020-03-22,Bucket2
25233,U001,0200759878,SA co,2020.0,1930580579.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,29764.1,2020-03-02,NAH4,1930580579.0,1,17,4,2020-03-21,Bucket2
36882,U001,0200769623,WAL-MAR llc,2020.0,1930580049.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,7736.7,2020-03-02,NAH4,1930580049.0,1,17,4,2020-03-21,Bucket2
48512,U001,0200726979,BJ'S  in,2020.0,1930586575.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,437.31,2020-03-02,NAA8,1930586575.0,1,17,4,2020-03-21,Bucket2
40218,U001,0200772670,ASSOCIAT corporation,2020.0,1930592497.0,2020-03-02,2020-03-03,2020-03-02,2020-03-17,USD,RV,1.0,1553.33,2020-03-02,NAU5,1930592497.0,1,17,4,2020-03-21,Bucket2
43758,U001,0200769623,WAL-MAR foundation,2020.0,1930582264.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,15648.67,2020-03-02,NAH4,1930582264.0,1,17,4,2020-03-21,Bucket2
46829,U001,0200700919,US  systems,2020.0,1930592836.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,36467.11,2020-03-02,NAA8,1930592836.0,1,17,4,2020-03-21,Bucket2
4268,U001,0200762301,C&S WH corp,2020.0,1930587129.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,165331.68,2020-03-02,NAC6,1930587129.0,1,17,4,2020-03-21,Bucket2
33610,U001,0200983712,FAMOS trust,2020.0,1930584599.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,50118.78,2020-03-02,NAA8,1930584599.0,1,17,4,2020-03-21,Bucket2
25045,U001,0200769623,WAL-MAR co,2020.0,1930585340.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,388.29,2020-03-02,NAH4,1930585340.0,1,17,4,2020-03-21,Bucket2
33583,U001,0200705742,DOT in,2020.0,1930586470.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,16024.49,2020-03-02,NAA8,1930586470.0,1,17,5,2020-03-22,Bucket2
25039,U001,0200718130,SYSCO F foundation,2020.0,1930592466.0,2020-03-02,2020-03-02,2020-03-02,2020-03-22,USD,RV,1.0,32170.46,2020-03-02,NAD1,1930592466.0,1,22,0,2020-03-22,Bucket2
2548,U001,0200696090,UNITE co,2020.0,1930580979.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,10735.86,2020-03-02,NAA8,1930580979.0,1,17,4,2020-03-21,Bucket2
12752,U001,0200230690,DECA in,2020.0,1930586526.0,2020-03-02,2020-03-02,2020-03-02,2020-03-24,USD,RV,1.0,27.0,2020-03-01,NAM4,1930586526.0,1,24,-12,2020-03-12,Bucket1
42456,U001,0200792293,UNIFIE associates,2020.0,1930587164.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,15926.5,2020-03-02,NAA8,1930587164.0,1,17,5,2020-03-22,Bucket2
4747,U001,0200776463,KROGE corp,2020.0,1930593028.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,59570.53,2020-03-02,NAA8,1930593028.0,1,17,4,2020-03-21,Bucket2
14187,U001,0100008001,ANHA llc,2020.0,1930567418.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,12679.24,2020-03-02,NAA8,1930567418.0,1,17,4,2020-03-21,Bucket2
27183,U001,0200769623,WAL-MAR us,2020.0,1930585669.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,797.81,2020-03-02,NAH4,1930585669.0,1,17,5,2020-03-22,Bucket2
21971,U001,0200782001,GORDO corp,2020.0,1930592510.0,2020-03-02,2020-03-02,2020-03-02,2020-04-01,USD,RV,1.0,140.04,2020-03-02,NAD5,1930592510.0,1,1,6,2020-04-07,Bucket2
5247,CA02,0140106408,WAL-M llc,2020.0,2960618012.0,2020-03-02,2020-03-02,2020-03-02,2020-03-12,CAD,RV,1.0,17836.47,2020-03-02,CA10,2960618012.0,1,12,3,2020-03-15,Bucket2
35790,U001,0200769623,WAL-MAR systems,2020.0,1930585667.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,1322.22,2020-03-02,NAH4,1930585667.0,1,17,4,2020-03-21,Bucket2
23820,U001,0200769623,WAL-MAR us,2020.0,1930586839.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,471.56,2020-03-02,NAH4,1930586839.0,1,17,4,2020-03-21,Bucket2
43339,U001,0200702238,HAROLD systems,2020.0,1930581609.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,91343.98,2020-03-02,NAA8,1930581609.0,1,17,5,2020-03-22,Bucket2
12931,U001,0200782001,GORDO co,2020.0,1930584625.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,43888.68,2020-03-02,NAA8,1930584625.0,1,17,4,2020-03-21,Bucket2
32759,U001,0200268458,PERFOR corporation,2020.0,1930585172.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,42590.15,2020-03-02,NAA8,1930585172.0,1,17,4,2020-03-21,Bucket2
42646,U001,0200714710,SYSCO  llc,2020.0,1930587149.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,33982.31,2020-03-02,NAA8,1930587149.0,1,17,4,2020-03-21,Bucket2
25784,CA02,0140106181,THE  co,2020.0,2960617460.0,2020-03-02,2020-03-02,2020-03-02,2020-03-20,CAD,RV,1.0,2883.6,2020-03-10,CA10,2960617460.0,1,20,4,2020-03-24,Bucket2
15376,CA02,0140104225,SAVE-ON- associates,2020.0,2960617952.0,2020-03-02,2020-03-02,2020-03-02,2020-03-13,CAD,RV,1.0,82107.73,2020-03-03,CA10,2960617952.0,1,13,1,2020-03-14,Bucket2
20000,U001,0200772670,ASSOCIAT associates,2020.0,1930584759.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,85735.35,2020-03-02,NAU5,1930584759.0,1,17,5,2020-03-22,Bucket2
1518,U001,0200707822,PUBLI corp,2020.0,1930581590.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,98330.06,2020-03-02,NAA8,1930581590.0,1,17,5,2020-03-22,Bucket2
16973,U001,0200769623,WAL-MAR trust,2020.0,1930582275.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,1898.9,2020-03-02,NAH4,1930582275.0,1,17,4,2020-03-21,Bucket2
3044,CA02,0140104429,COSTCO ,2020.0,2960616991.0,2020-03-02,2020-03-02,2020-03-02,2020-03-12,CAD,RV,1.0,40270.86,2020-03-02,CA10,2960616991.0,1,12,4,2020-03-16,Bucket2
22574,U001,0200729942,SA co,2020.0,1930586544.0,2020-03-02,2020-03-02,2020-03-02,2020-05-06,USD,RV,1.0,7054.92,2020-03-02,NAGD,1930586544.0,1,6,11,2020-05-17,Bucket3
16966,U001,0200752302,KROGER foundation,2020.0,1930589331.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,106354.48,2020-03-02,NAA8,1930589331.0,1,17,5,2020-03-22,Bucket2
12402,U001,0200762301,C&S WH trust,2020.0,1930584762.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,35350.92,2020-03-02,NAC6,1930584762.0,1,17,4,2020-03-21,Bucket2
21520,U001,CCCA02,KRAFT  corporation,2020.0,1930585121.0,2020-03-02,2020-03-01,2020-03-02,2020-04-06,USD,RV,1.0,17952.3,2020-03-02,NAG2,1930585121.0,1,6,11,2020-04-17,Bucket3
38844,U001,CCU013,KRAFT F us,2020.0,1930592485.0,2020-03-02,2020-03-02,2020-03-02,2020-03-02,USD,RV,1.0,14237.4,2020-03-02,NAX2,1930592485.0,1,2,16,2020-03-18,Bucket3
7134,U001,0200750051,ALBER foundation,2020.0,1930587743.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,56683.67,2020-03-02,NAA8,1930587743.0,1,17,4,2020-03-21,Bucket2
7429,U013,0140103392,SOLOM corp,2020.0,1991838959.0,2020-03-02,2020-02-27,2020-03-02,2020-04-01,USD,RV,1.0,9507.35,2020-03-02,NAVE,1991838959.0,1,1,24,2020-04-25,Bucket3
958,U001,0200769623,WAL-MAR corp,2020.0,1930586863.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,1898.2,2020-03-02,NAH4,1930586863.0,1,17,4,2020-03-21,Bucket2
6455,U001,0200820380,SMITH'S associates,2020.0,1930586821.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,569.83,2020-03-02,NAA8,1930586821.0,1,17,4,2020-03-21,Bucket2
35994,U013,0100031686,EWT-EU llc,2020.0,1991838693.0,2020-03-02,2020-02-27,2020-03-02,2020-04-01,USD,RV,1.0,10072.0,2020-03-02,NAVE,1991838693.0,1,1,27,2020-04-28,Bucket3
49752,CA02,0140105975,VERI co,2020.0,2960614293.0,2020-03-02,2020-03-03,2020-03-02,2020-03-14,CAD,RV,1.0,12456.0,2020-03-04,CA10,2960614293.0,1,14,4,2020-03-18,Bucket2
37647,U001,0200726979,BJ'S  llc,2020.0,1930585253.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,15.47,2020-03-02,NAA8,1930585253.0,1,17,1,2020-03-18,Bucket2
7796,U001,0200936373,SUPE corp,2020.0,1930592314.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,1375.12,2020-03-02,NAA8,1930592314.0,1,17,4,2020-03-21,Bucket2
7337,CA02,0140105686,SYSC associates,2020.0,2960617835.0,2020-03-02,2020-03-02,2020-03-02,2020-03-13,CAD,RV,1.0,14981.8,2020-03-03,CA10,2960617835.0,1,13,3,2020-03-16,Bucket2
20523,U001,0200769623,WAL-MAR corporation,2020.0,1930585449.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,45646.85,2020-03-02,NAH4,1930585449.0,1,17,4,2020-03-21,Bucket2
40871,U001,0200726979,BJ'S  co,2020.0,1930585144.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,239.54,2020-03-02,NAA8,1930585144.0,1,17,4,2020-03-21,Bucket2
27076,U001,0200769623,WAL-MAR llc,2020.0,1930580087.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,40321.42,2020-03-02,NAH4,1930580087.0,1,17,4,2020-03-21,Bucket2
19943,CA02,0140104409,LOB systems,2020.0,2960614285.0,2020-03-02,2020-03-02,2020-03-02,2020-03-14,CAD,RV,1.0,61737.01,2020-03-04,CA10,2960614285.0,1,14,5,2020-03-19,Bucket2
15245,U001,0200769623,WAL-MAR co,2020.0,1930583399.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,14931.09,2020-03-02,NAH4,1930583399.0,1,17,4,2020-03-21,Bucket2
15212,CA02,0140104429,COSTCO co,2020.0,2960617859.0,2020-03-02,2020-03-02,2020-03-02,2020-03-12,CAD,RV,1.0,43068.13,2020-03-02,CA10,2960617859.0,1,12,4,2020-03-16,Bucket2
6894,U001,0200726979,BJ'S  co,2020.0,1930592838.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,293.02,2020-03-02,NAA8,1930592838.0,1,17,4,2020-03-21,Bucket2
31003,CA02,0140104409,LOB co,2020.0,2960618129.0,2020-03-02,2020-03-02,2020-03-02,2020-03-14,CAD,RV,1.0,146545.27,2020-03-04,CA10,2960618129.0,1,14,4,2020-03-18,Bucket2
46635,U001,0200769623,WAL-MAR ,2020.0,1930580076.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,45609.35,2020-03-02,NAH4,1930580076.0,1,17,4,2020-03-21,Bucket2
7782,U001,0200197349,ALIMEN llc,2020.0,1930593438.0,2020-03-02,2020-03-03,2020-03-02,2020-05-01,USD,RV,1.0,20072.0,2020-03-02,NAVQ,1930593438.0,1,1,8,2020-05-09,Bucket2
862,U001,0200769623,WAL-MAR systems,2020.0,1930580095.0,2020-03-03,2020-03-01,2020-03-03,2020-03-18,USD,RV,1.0,16917.96,2020-03-03,NAH4,1930580095.0,1,18,0,2020-03-18,Bucket2
36295,CA02,0140104225,SAVE-ON- systems,2020.0,2960617249.0,2020-03-03,2020-03-03,2020-03-03,2020-03-13,CAD,RV,1.0,4207.2,2020-03-03,CA10,2960617249.0,1,13,4,2020-03-17,Bucket2
4571,U001,0200516657,MAINES in,2020.0,1930571154.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,11509.36,2020-03-03,NAA8,1930571154.0,1,18,-1,2020-03-17,Bucket1
13087,U001,0200769623,WAL-MAR trust,2020.0,1930593977.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,3703.19,2020-03-03,NAH4,1930593977.0,1,18,0,2020-03-18,Bucket2
35373,U001,0200769623,WAL-MAR foundation,2020.0,1930592711.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,14488.46,2020-03-03,NAH4,1930592711.0,1,18,0,2020-03-18,Bucket2
8455,U001,0200704858,WAKE llc,2020.0,1930592542.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,48344.42,2020-03-03,NAA8,1930592542.0,1,18,0,2020-03-18,Bucket2
47252,CA02,0140104440,SO llc,2020.0,2960617887.0,2020-03-03,2020-03-03,2020-03-03,2020-03-14,CAD,RV,1.0,72200.55,2020-03-04,CA10,2960617887.0,1,14,3,2020-03-17,Bucket2
4412,U001,0200793513,KROGER trust,2020.0,1930592515.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,18983.29,2020-03-03,NAA8,1930592515.0,1,18,1,2020-03-19,Bucket2
36571,CA02,0140104423,METRO  llc,2020.0,2960618019.0,2020-03-03,2020-03-03,2020-03-03,2020-03-16,CAD,RV,1.0,148647.34,2020-03-06,CA10,2960618019.0,1,16,11,2020-03-27,Bucket3
8196,U001,0200792734,MDV/ systems,2020.0,1930592705.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,21486.04,2020-03-03,NAA8,1930592705.0,1,18,0,2020-03-18,Bucket2
19126,U001,0200726979,BJ'S  co,2020.0,1930587132.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,268.58,2020-03-03,NAA8,1930587132.0,1,18,0,2020-03-18,Bucket2
12842,U001,0200707741,SMART &  in,2020.0,1930597547.0,2020-03-03,2020-03-04,2020-03-03,2020-05-07,USD,RV,1.0,11632.79,2020-03-03,NAGD,1930597547.0,1,7,8,2020-05-15,Bucket2
47188,U001,0200769623,WAL-MAR us,2020.0,1930597423.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,26485.99,2020-03-03,NAH4,1930597423.0,1,18,0,2020-03-18,Bucket2
27627,U001,0200726979,BJ'S  co,2020.0,1930593013.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,594.28,2020-03-03,NAA8,1930593013.0,1,18,0,2020-03-18,Bucket2
27722,U001,0200782001,GORDO systems,2020.0,1930577515.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,1456.7,2020-03-03,NAA8,1930577515.0,1,18,0,2020-03-18,Bucket2
36553,U001,0100001196,DOLLAR corp,2020.0,1930593463.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,56563.98,2020-03-03,NAA8,1930593463.0,1,18,0,2020-03-18,Bucket2
11818,U001,0200769623,WAL-MAR corp,2020.0,1930594111.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,55327.79,2020-03-03,NAH4,1930594111.0,1,18,0,2020-03-18,Bucket2
48859,U001,0200387240,O foundation,2020.0,1930567449.0,2020-03-03,2020-03-02,2020-03-03,2020-03-13,USD,RV,1.0,5370.03,2020-03-03,NA10,1930567449.0,1,13,1,2020-03-14,Bucket2
24105,U001,0200769369,DI llc,2020.0,1930587150.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,116924.36,2020-03-03,NAA8,1930587150.0,1,18,0,2020-03-18,Bucket2
23597,U001,CCU013,KRAFT F associates,2020.0,1930582199.0,2020-03-03,2020-03-02,2020-03-03,2020-03-03,USD,RV,1.0,1581.95,2020-03-03,NAX2,1930582199.0,1,3,22,2020-03-25,Bucket3
42164,U001,0200726979,BJ'S  trust,2020.0,1930586385.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,569.13,2020-03-03,NAA8,1930586385.0,1,18,0,2020-03-18,Bucket2
36824,U001,0200769623,WAL-MAR corp,2020.0,1930586636.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,76845.83,2020-03-03,NAH4,1930586636.0,1,18,0,2020-03-18,Bucket2
36086,U001,0200726979,BJ'S  co,2020.0,1930587526.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,456.9,2020-03-03,NAA8,1930587526.0,1,18,0,2020-03-18,Bucket2
3605,U001,0200726979,BJ'S  ,2020.0,1930587882.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,198.71,2020-03-03,NAA8,1930587882.0,1,18,0,2020-03-18,Bucket2
23606,U001,0200769623,WAL-MAR us,2020.0,1930586758.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,41350.98,2020-03-03,NAH4,1930586758.0,1,18,0,2020-03-18,Bucket2
44530,U001,0200782669,SYGMA systems,2020.0,1930583994.0,2020-03-03,2020-02-29,2020-03-03,2020-03-18,USD,RV,1.0,7583.14,2020-03-03,NAA8,1930583994.0,1,18,0,2020-03-18,Bucket2
27810,CA02,0140104423,METRO  corporation,2020.0,2960617651.0,2020-03-03,2020-03-03,2020-03-03,2020-03-15,CAD,RV,1.0,50123.47,2020-03-05,CA10,2960617651.0,1,15,2,2020-03-17,Bucket2
30073,U001,0200777735,NASH  ,2020.0,1930595864.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,10217.66,2020-03-03,NAA8,1930595864.0,1,18,0,2020-03-18,Bucket2
13244,U001,0200769623,WAL-MAR co,2020.0,1930592128.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,1898.2,2020-03-03,NAH4,1930592128.0,1,18,0,2020-03-18,Bucket2
12786,U013,0140103335,PARAM trust,2020.0,1991839872.0,2020-03-03,2020-02-28,2020-03-03,2020-04-02,USD,RV,1.0,23129.4,2020-03-03,NAVE,1991839872.0,1,2,22,2020-04-24,Bucket3
41707,U001,0200769623,WAL-MAR ,2020.0,1930593975.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,1748.38,2020-03-03,NAH4,1930593975.0,1,18,0,2020-03-18,Bucket2
48360,CA02,0140104409,LOB llc,2020.0,2960617474.0,2020-03-03,2020-03-03,2020-03-03,2020-03-20,CAD,RV,1.0,10569.17,2020-03-10,CA10,2960617474.0,1,20,1,2020-03-21,Bucket2
1467,U001,0200723794,MID MO co,2020.0,1930589860.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,62.11,2020-03-03,NAX2,1930589860.0,1,18,0,2020-03-18,Bucket2
18857,U001,0200721222,GO trust,2020.0,1930593166.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,58473.54,2020-03-03,NAA8,1930593166.0,1,18,0,2020-03-18,Bucket2
8764,U001,0200780383,MEIJ us,2020.0,1930593808.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,50798.78,2020-03-03,NAA8,1930593808.0,1,18,0,2020-03-18,Bucket2
25257,U001,0200078854,MC A foundation,2020.0,1930589668.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,8602.1,2020-03-03,NAA8,1930589668.0,1,18,0,2020-03-18,Bucket2
30708,U001,0200769623,WAL-MAR llc,2020.0,1930597389.0,2020-03-03,2020-03-04,2020-03-03,2020-03-18,USD,RV,1.0,15364.9,2020-03-03,NAH4,1930597389.0,1,18,0,2020-03-18,Bucket2
15764,U001,0200148860,DOLLA ,2020.0,1930586387.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,11099.81,2020-03-03,NAA8,1930586387.0,1,18,0,2020-03-18,Bucket2
14480,U001,0200759878,SA ,2020.0,1930587081.0,2020-03-03,2020-03-02,2020-03-03,2020-05-07,USD,RV,1.0,5319.0,2020-03-03,NAGD,1930587081.0,1,7,10,2020-05-17,Bucket3
